Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
ow,nox,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,1395.59086106673,95.7845944797361,104.174096359141,112.0529066407,128.865714769486,152.689549697836,164.098569798696,141.836602593989,122.36819311319,110.072966035774,95.104640734795,82.8233374882058,85.7196893551758,1395.59086106673,1
uk,nox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,1353.83943624968,96.0145659361697,100.836883713931,102.350713249554,104.093686554218,110.118982504034,120.887429411982,130.704804439061,134.775369175277,131.080446846127,120.69560827505,105.93122388599,96.349722258287,1353.83943624968,1
sea,nox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0.00690214632080067,0.000489501609478444,0.000514086757477757,0.000521804565572169,0.000530690594786509,0.000561408767974727,0.000616308480759222,0.000666359437400566,0.000687111996873557,0.000668274538104861,0.000615330537940395,0.000540058730471014,0.000491210303961448,0.00690214632080067,1
ow,nox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,83282.2286429326,5745.3558710875,6256.0249176461,6789.9014340602,7491.18062874296,8462.50641681958,9010.32041858742,7956.05158160341,6885.69893395287,6681.70046549746,6635.9286971355,5859.6948946679,5507.86438313169,83282.2286429326,1
ie,nox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,4930.02257890091,361.385551630477,380.205350239695,404.545443731404,427.430744913974,443.14942755925,447.278522337628,427.858196490825,391.607610442582,412.000963886513,456.49096412476,410.578963765541,367.490839778258,4930.02257890091,1
sea,nox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,33684.3648273633,2324.40107266117,2530.60759436458,2746.32377504721,3029.41017381268,3421.03207288773,3641.76061735275,3216.62742630048,2784.51736921591,2702.97244507949,2685.86146251764,2371.90675596434,2228.94406215929,33684.3648273633,1
ow,nox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,209345.759889044,14444.7157318666,15726.9490095719,17068.0386252111,18828.5017744468,21264.8753848664,22638.3617703494,19993.6465045182,17306.5105172993,16797.7928787993,16688.6552661197,14737.4484232471,13850.2640027487,209345.759889044,1
uk,nox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,3405.7200631791,283.810447624493,283.810201872313,283.809959690422,283.80969774592,283.809479157762,283.809355243317,283.809420751914,283.809702105133,283.81010740146,283.810456793736,283.810627908683,283.810606883951,3405.7200631791,1
ie,nox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,18.28092024,1.5234377280117,1.52340293153298,1.52337546259974,1.52335611779987,1.52335197984329,1.52336073246791,1.5233769310817,1.52340454003802,1.52343985776664,1.52346905497318,1.52347886039208,1.52346604349289,18.28092024,1
sea,nox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.046149387626519,0.00384578829642639,0.00384578496634857,0.00384578168465013,0.00384577813515766,0.00384577517316732,0.00384577349405812,0.00384577438173588,0.00384577819422739,0.00384578368621637,0.00384578842067464,0.00384579073937666,0.00384579045447989,0.046149387626519,1
ow,nox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,24087.3764633033,311.755382392355,1670.92380760927,5317.75589595924,6439.74966474525,3887.83954251549,1109.58830135647,1136.31799330663,1490.11936980071,1232.60729341456,773.310141268389,367.637472213063,349.771598721856,24087.3764633033,1
ie,nox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,956.084012244134,152.149645829124,152.096164205882,112.756163827271,45.4915206150576,11.5207981037342,20.0125401705332,19.0598986323163,8.2007732605997,36.4908089303638,102.413071721447,145.720551912339,150.172075035467,956.084012244134,1
sea,nox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,2.79273199322452,0.0361454570112063,0.193729789662231,0.616549795094072,0.746635688801173,0.450762825559198,0.128647582405944,0.131746669016393,0.172767011139872,0.142910616631289,0.0896589122312847,0.0426245229372227,0.0405531227346382,2.79273199322452,1
ow,nox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,32856.7535882641,141.409846252455,2118.4873521515,7464.21734604006,9215.10626805385,5600.38804855262,1567.24397474814,1582.84585033888,2141.46801735755,1737.34264058504,912.72662546434,201.923352002332,173.594266717338,32856.7535882641,1
sea,nox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec13,M_Other,11,Other,month,1774.8386370082,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,147.903219750683,1774.8386370082,1
ie,nox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec13,M_Other,11,Other,month,0.0134919509307695,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.00112432924423079,0.0134919509307695,1
ow,nox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
