Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
sea,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0.302695836389538,0.0482225381749673,0.0463861408526208,0.0402729502654412,0.0296993552520153,0.0171733613299364,0.00613358859666299,0.00222705880041689,0.00240077281995984,0.00791298806675341,0.0201683904005827,0.0364571251770688,0.0456415666531125,0.302695836389538,1
ow,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,43380.615572554,3618.70059963943,3619.39050613914,3619.19780823084,3618.01375466452,3616.04990728287,3613.65705318411,3611.60974343091,3610.2499166907,3610.29284722106,3611.88517284261,3614.54417383967,3617.02408938811,43380.615572554,1
ie,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,3773.01512707288,314.417454837617,314.417414467369,314.417548676495,314.417782104843,314.418038804517,314.418271752322,314.418373251028,314.418356417811,314.418244617749,314.418086069389,314.417898543914,314.417657529829,3773.01512707288,1
sea,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,0.00218582443684965,0.000182335914231212,0.000182370676635257,0.00018236096714194,0.000182301306088597,0.000182202353467927,0.000182081784432801,0.000181978626383305,0.00018191010862533,0.000181912271771266,0.000181992504479106,0.000182126483890879,0.000182251439702034,0.00218582443684965,1
ow,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,23186.7205095303,1934.17724262527,1934.54599417423,1934.44299811287,1933.81012744592,1932.76046091257,1931.48149244993,1930.38721569941,1929.6603951564,1929.68334130862,1930.53443133261,1931.95565397174,1933.28115634076,23186.7205095303,1
uk,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,290210.857436046,23836.8690920902,23868.8032084799,24055.8856557383,24238.3097452989,24335.8235245475,24378.7393941235,24368.8585275373,24366.5818439674,24386.2938195675,24331.702434707,24111.0939871936,23931.896202795,290210.857436046,1
ie,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,17086.8129943692,1402.98194972639,1406.07768595115,1414.99037615561,1426.49336884288,1433.59664904703,1435.26463799012,1435.15204871196,1435.20618489433,1435.68882127651,1432.36886054918,1420.41821959102,1408.57419163304,17086.8129943692,1
sea,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,1.85336834240995,0.152227645461489,0.15243502117074,0.153623841035584,0.154791007339291,0.155417607010917,0.155689252721008,0.155627476713842,0.155613469018893,0.155737439189346,0.155388504281134,0.153982570697656,0.152834507770054,1.85336834240995,1
ow,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,30265.5845821404,2312.56610511097,2379.26692629376,2436.85557413765,2466.70169983476,2546.98444765856,2667.42416806826,2676.56709562659,2675.46689512836,2658.72498138192,2592.84798879524,2491.46818249801,2360.71051760628,30265.5845821404,1
ie,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,3823.68612208845,292.387409973874,300.34444721612,307.641632765121,311.550357919413,321.760267467068,336.983698266948,338.108774145871,338.179407988671,336.10088705114,327.499289512507,314.640081583594,298.489868198123,3823.68612208845,1
sea,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,0.0363099924109796,0.00277441387258112,0.0028544356644742,0.00292352547043835,0.00295933223288874,0.00305564842847742,0.00320014143578034,0.00321111031792292,0.00320979039391364,0.00318970491499534,0.0031106714803565,0.00298904488539379,0.00283217331375726,0.0363099924109796,1
ow,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,37.2048172270586,1.33710757437349,1.58163541456354,1.81353296548077,3.19908942433197,4.91151492527927,5.93127432771249,6.00672057283352,4.49995805308721,2.99130064789289,2.32592373116632,1.4638136297158,1.14294596062135,37.2048172270586,1
sea,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,85.4847441472998,3.07224460195992,3.63409119639318,4.16691743466136,7.35048204307408,11.2850869337909,13.6281671611918,13.8015184485179,10.3394611642381,6.87305004059527,5.34422716960083,3.36337450206783,2.62612345120855,85.4847441472998,1
ow,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,44.1214889214992,1.58568651660156,1.87567402886641,2.1506831805382,3.79382561492314,5.82460464839706,7.03394544161903,7.12341774430399,5.33653607743299,3.54740725082485,2.75833146849249,1.73594823628571,1.3554287132138,44.1214889214992,1
uk,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,111.486617371195,7.89455689100095,8.16724632558264,8.19989464996792,8.28336446565469,8.79493400720682,9.87917758864201,11.0520065299886,11.4902114905543,11.1268029638281,10.1439332458793,8.60994255216905,7.84454666072039,111.486617371195,1
sea,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0.000492126855245683,3.4848339181293e-05,3.60520513134192e-05,3.61961683167656e-05,3.6564622745382e-05,3.88228050784712e-05,4.36088986620218e-05,4.87860278301293e-05,5.07203624998969e-05,4.91161960120771e-05,4.47775893271163e-05,3.80062114355595e-05,3.46275828435513e-05,0.000492126855245683,1
ow,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,25692.4996366661,1652.01983305396,1768.79986679081,1881.27397474864,2171.98435546111,2545.42275421174,2805.55294168882,2775.75637728387,2417.39022646968,2134.21910511451,2048.47745684694,1833.3681357231,1658.23460927287,25692.4996366661,1
ie,voc,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,388.519911901976,29.158807841092,29.8920082433869,31.4030750360693,32.648334556909,33.3844014500349,33.8826372888669,33.7564491045629,33.0933703047605,33.5482544558323,34.4272034919009,32.895734500679,30.4296356278817,388.519911901976,1
sea,voc,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,1062.3483880325,68.3594338161094,73.1755729081088,77.8239117300546,89.8060852173047,105.187555391491,115.901823014783,114.673719303759,99.9135824827755,88.2624209213903,84.743561849758,75.8700146898856,68.6307067070788,1062.3483880325,1
ow,voc,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,6466.34653184048,415.998388038395,445.336870228136,473.634873690021,546.639877271399,640.375754473508,705.669665607615,698.187040712481,608.236632668945,537.210498627567,515.742454822471,461.691564219776,417.622911480169,6466.34653184048,1
uk,voc,grouped,2022,2024,sec10,J_Waste,9,Waste,month,22361.737789602,1863.46070815289,1863.46209841813,1863.46740642905,1863.47684528319,1863.48632955845,1863.49315074835,1863.49558308655,1863.49355787876,1863.48802650049,1863.48013152148,1863.47038712711,1863.46356489749,22361.737789602,1
ie,voc,grouped,2022,2024,sec10,J_Waste,9,Waste,month,452.061782248847,37.671808716472,37.6718054467361,37.6718078996523,37.6718144392947,37.6718197480447,37.6718214907903,37.6718209652336,37.6718189372034,37.6718173339938,37.6718170608668,37.6718165579521,37.6718136526068,452.061782248847,1
sea,voc,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.353370483910348,0.0294472647154501,0.0294472866850626,0.0294473705646966,0.0294475197218201,0.0294476695967063,0.0294477773882915,0.029447815825222,0.0294477838219549,0.0294476964125664,0.0294475716524701,0.0294474176670614,0.0294473098590454,0.353370483910348,1
ow,voc,grouped,2022,2024,sec10,J_Waste,9,Waste,month,4.51736641851328e-05,3.76447136879997e-06,3.76447104206144e-06,3.76447128717675e-06,3.76447194067057e-06,3.76447247116392e-06,3.76447264531306e-06,3.76447259279515e-06,3.76447239013802e-06,3.76447222993218e-06,3.7644722026392e-06,3.76447215238409e-06,3.76447186205841e-06,4.51736641851328e-05,1
uk,voc,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,131930.113122032,13687.8603550394,17163.5923035067,16638.1742516208,10891.0685845585,5668.74595412605,4008.26608796564,4144.514668728,9947.19056732005,13372.8744868554,11674.9002671096,12486.3183659259,12246.6072292764,131930.113122032,1
ie,voc,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,38438.1640079259,6066.23627206512,6035.13706610432,4354.37964629426,1777.9179630695,535.895711903204,815.522993916976,789.552598885955,407.143361226977,1634.41467767211,4286.03628296327,5807.65489635249,5928.27253747172,38438.1640079259,1
sea,voc,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,2.13824169286171,0.221844376576427,0.278176890735261,0.269661239849057,0.176515704991314,0.0918755290851726,0.0649634981927458,0.0671717309387437,0.161217913746585,0.216739280400313,0.189219564210066,0.202370527005245,0.198485437130784,2.13824169286171,1
ow,voc,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,4495.6372185032,128.761497597563,423.733197746793,643.397727148067,593.119438799564,376.968517588714,196.743652844187,207.650041592848,740.126138365951,819.29436120694,252.955961460198,79.101359695283,33.7853244570874,4495.6372185032,1
sea,voc,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec13,M_Other,11,Other,month,93989.2819459753,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,7832.44016216461,93989.2819459753,1
ie,voc,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec13,M_Other,11,Other,month,2.35253667581438,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,0.196044722984531,2.35253667581438,1
ow,voc,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,voc,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,voc,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,voc,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,voc,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
